datum,bundesland_id,bundesland_name,versorgungsstufe,anzahl_meldebereiche,faelle_covid_aktuell,intensivbetten_belegt,intensivbetten_frei
2022-01-24,00,Deutschland,FACHKLINIK,82,139,793,137
2022-01-23,00,Deutschland,GRUND_UND_REGELVERSORGUNG,800,695,5976,1884
2022-01-23,00,Deutschland,SCHWERPUNKTVERSORGUNG,486,706,6257,1460
2022-01-23,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,302,877,7124,1100
2022-01-23,00,Deutschland,FACHKLINIK,82,136,761,130
2022-01-23,00,Deutschland,nicht angegeben,16,10,177,24
2022-01-22,00,Deutschland,SCHWERPUNKTVERSORGUNG,486,708,6392,1329
2022-01-22,00,Deutschland,GRUND_UND_REGELVERSORGUNG,800,705,6122,1755
2022-01-22,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,302,843,7216,1025
2022-01-22,00,Deutschland,FACHKLINIK,82,132,778,114
2022-01-22,00,Deutschland,nicht angegeben,16,10,182,19
2022-01-21,00,Deutschland,SCHWERPUNKTVERSORGUNG,486,707,6466,1307
2022-01-21,00,Deutschland,GRUND_UND_REGELVERSORGUNG,800,703,6328,1600
2022-01-21,00,Deutschland,FACHKLINIK,82,136,800,119
2022-01-21,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,302,862,7301,1000
2022-01-21,00,Deutschland,nicht angegeben,16,10,179,22
2022-01-20,00,Deutschland,GRUND_UND_REGELVERSORGUNG,800,717,6332,1633
2022-01-20,00,Deutschland,SCHWERPUNKTVERSORGUNG,486,726,6446,1349
2022-01-20,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,302,863,7319,964
2022-01-20,00,Deutschland,FACHKLINIK,82,132,794,128
2022-01-20,00,Deutschland,nicht angegeben,16,9,183,20
2022-01-19,00,Deutschland,GRUND_UND_REGELVERSORGUNG,800,778,6291,1655
2022-01-19,00,Deutschland,SCHWERPUNKTVERSORGUNG,486,747,6440,1344
2022-01-19,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,301,902,7284,987
2022-01-19,00,Deutschland,FACHKLINIK,82,131,818,108
2022-01-19,00,Deutschland,nicht angegeben,16,12,188,19
2022-01-18,00,Deutschland,GRUND_UND_REGELVERSORGUNG,800,810,6217,1735
2022-01-18,00,Deutschland,SCHWERPUNKTVERSORGUNG,486,784,6442,1332
2022-01-18,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,301,935,7212,1050
2022-01-18,00,Deutschland,FACHKLINIK,82,125,804,126
2022-01-18,00,Deutschland,nicht angegeben,16,13,185,19
2022-01-17,00,Deutschland,SCHWERPUNKTVERSORGUNG,486,788,6305,1461
2022-01-17,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,303,968,7176,1100
2022-01-17,00,Deutschland,FACHKLINIK,82,123,775,141
2022-01-17,00,Deutschland,GRUND_UND_REGELVERSORGUNG,800,852,6080,1840
2022-01-17,00,Deutschland,nicht angegeben,16,13,186,17
2022-01-16,00,Deutschland,SCHWERPUNKTVERSORGUNG,486,796,6242,1461
2022-01-16,00,Deutschland,GRUND_UND_REGELVERSORGUNG,800,849,6012,1868
2022-01-16,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,301,960,7141,1123
2022-01-16,00,Deutschland,FACHKLINIK,82,125,747,140
2022-01-16,00,Deutschland,nicht angegeben,16,12,187,17
2022-01-15,00,Deutschland,SCHWERPUNKTVERSORGUNG,486,819,6437,1316
2022-01-15,00,Deutschland,GRUND_UND_REGELVERSORGUNG,800,867,6169,1715
2022-01-15,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,301,973,7301,991
2022-01-15,00,Deutschland,FACHKLINIK,82,126,763,134
2022-01-15,00,Deutschland,nicht angegeben,16,12,184,20
2022-01-14,00,Deutschland,SCHWERPUNKTVERSORGUNG,486,833,6443,1325
2022-01-14,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,301,1004,7372,968
2022-01-14,00,Deutschland,GRUND_UND_REGELVERSORGUNG,800,894,6376,1555
2022-01-14,00,Deutschland,nicht angegeben,16,13,185,19
2022-01-14,00,Deutschland,FACHKLINIK,82,124,794,135
2022-01-13,00,Deutschland,SCHWERPUNKTVERSORGUNG,486,858,6458,1334
2022-01-13,00,Deutschland,GRUND_UND_REGELVERSORGUNG,800,939,6415,1525
2022-01-13,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,300,1016,7309,1019
2022-01-13,00,Deutschland,FACHKLINIK,82,130,784,148
2022-01-13,00,Deutschland,nicht angegeben,16,13,194,11
2022-01-12,00,Deutschland,SCHWERPUNKTVERSORGUNG,486,903,6502,1277
2022-01-12,00,Deutschland,GRUND_UND_REGELVERSORGUNG,800,965,6389,1533
2022-01-12,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,300,1028,7281,1024
2022-01-12,00,Deutschland,FACHKLINIK,82,136,796,138
2022-01-12,00,Deutschland,nicht angegeben,16,16,185,19
2022-01-11,00,Deutschland,GRUND_UND_REGELVERSORGUNG,799,1010,6307,1589
2022-01-11,00,Deutschland,SCHWERPUNKTVERSORGUNG,486,913,6478,1310
2022-01-11,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,300,1078,7246,1075
2022-01-11,00,Deutschland,FACHKLINIK,82,135,800,129
2022-01-11,00,Deutschland,nicht angegeben,16,17,191,14
2022-01-10,00,Deutschland,FACHKLINIK,82,134,778,143
2022-01-10,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,300,1086,7138,1102
2022-01-10,00,Deutschland,SCHWERPUNKTVERSORGUNG,486,942,6415,1319
2022-01-10,00,Deutschland,GRUND_UND_REGELVERSORGUNG,799,1069,6169,1685
2022-01-10,00,Deutschland,nicht angegeben,16,18,187,14
2022-01-09,00,Deutschland,SCHWERPUNKTVERSORGUNG,486,937,6308,1363
2022-01-09,00,Deutschland,GRUND_UND_REGELVERSORGUNG,799,1089,6063,1710
2022-01-09,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,300,1092,7089,1136
2022-01-09,00,Deutschland,FACHKLINIK,82,138,758,130
2022-01-09,00,Deutschland,nicht angegeben,16,17,186,16
2022-01-08,00,Deutschland,GRUND_UND_REGELVERSORGUNG,799,1109,6220,1591
2022-01-08,00,Deutschland,SCHWERPUNKTVERSORGUNG,486,955,6386,1320
2022-01-08,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,299,1094,7125,1092
2022-01-08,00,Deutschland,nicht angegeben,16,18,190,11
2022-01-08,00,Deutschland,FACHKLINIK,82,138,766,123
2022-01-07,00,Deutschland,SCHWERPUNKTVERSORGUNG,486,990,6460,1285
2022-01-07,00,Deutschland,GRUND_UND_REGELVERSORGUNG,799,1109,6300,1549
2022-01-07,00,Deutschland,FACHKLINIK,82,152,796,125
2022-01-07,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,300,1110,7195,1022
2022-01-07,00,Deutschland,nicht angegeben,16,19,190,12
2022-01-06,00,Deutschland,GRUND_UND_REGELVERSORGUNG,799,1133,6343,1508
2022-01-06,00,Deutschland,SCHWERPUNKTVERSORGUNG,486,1009,6501,1244
2022-01-06,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,299,1127,7167,1061
2022-01-06,00,Deutschland,FACHKLINIK,82,152,790,127
2022-01-06,00,Deutschland,nicht angegeben,16,18,195,11
2022-01-05,00,Deutschland,GRUND_UND_REGELVERSORGUNG,799,1170,6312,1533
2022-01-05,00,Deutschland,SCHWERPUNKTVERSORGUNG,486,1066,6535,1217
2022-01-05,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,300,1157,7227,1028
2022-01-05,00,Deutschland,FACHKLINIK,82,151,797,126
2022-01-05,00,Deutschland,nicht angegeben,16,17,191,14
2022-01-04,00,Deutschland,FACHKLINIK,82,164,808,127
2022-01-04,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,301,1181,7243,999
2022-01-04,00,Deutschland,GRUND_UND_REGELVERSORGUNG,799,1214,6310,1501
2022-01-04,00,Deutschland,SCHWERPUNKTVERSORGUNG,486,1092,6496,1226
2022-01-04,00,Deutschland,nicht angegeben,16,19,186,18
2022-01-03,00,Deutschland,GRUND_UND_REGELVERSORGUNG,799,1258,6216,1562
2022-01-03,00,Deutschland,SCHWERPUNKTVERSORGUNG,486,1125,6389,1280
2022-01-03,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,301,1229,7129,1078
2022-01-03,00,Deutschland,FACHKLINIK,82,170,775,126
2022-01-03,00,Deutschland,nicht angegeben,16,20,176,25
2022-01-02,00,Deutschland,SCHWERPUNKTVERSORGUNG,486,1146,6318,1317
2022-01-02,00,Deutschland,GRUND_UND_REGELVERSORGUNG,799,1250,6144,1558
2022-01-02,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,301,1219,7085,1093
2022-01-02,00,Deutschland,FACHKLINIK,81,171,751,123
2022-01-02,00,Deutschland,nicht angegeben,16,20,176,26
2022-01-01,00,Deutschland,GRUND_UND_REGELVERSORGUNG,799,1265,6081,1618
2022-01-01,00,Deutschland,SCHWERPUNKTVERSORGUNG,486,1140,6331,1289
2022-01-01,00,Deutschland,FACHKLINIK,81,173,760,113
2022-01-01,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,301,1228,7095,1097
2022-01-01,00,Deutschland,nicht angegeben,16,19,172,30
2021-12-31,00,Deutschland,SCHWERPUNKTVERSORGUNG,485,1142,6358,1290
2021-12-31,00,Deutschland,FACHKLINIK,81,177,777,104
2021-12-31,00,Deutschland,GRUND_UND_REGELVERSORGUNG,799,1267,6098,1607
2021-12-31,00,Deutschland,nicht angegeben,16,18,175,28
2021-12-31,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,301,1228,7092,1103
2021-12-30,00,Deutschland,GRUND_UND_REGELVERSORGUNG,799,1301,6201,1531
2021-12-30,00,Deutschland,SCHWERPUNKTVERSORGUNG,485,1183,6388,1275
2021-12-30,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,301,1231,7171,1035
2021-12-30,00,Deutschland,FACHKLINIK,81,178,781,119
2021-12-30,00,Deutschland,nicht angegeben,16,20,181,21
2021-12-29,00,Deutschland,SCHWERPUNKTVERSORGUNG,485,1191,6444,1237
2021-12-29,00,Deutschland,GRUND_UND_REGELVERSORGUNG,800,1366,6267,1484
2021-12-29,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,301,1253,7198,1035
2021-12-29,00,Deutschland,FACHKLINIK,81,172,788,115
2021-12-29,00,Deutschland,nicht angegeben,16,22,181,19
2021-12-28,00,Deutschland,SCHWERPUNKTVERSORGUNG,486,1230,6482,1226
2021-12-28,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,301,1283,7159,1101
2021-12-28,00,Deutschland,GRUND_UND_REGELVERSORGUNG,800,1411,6257,1503
2021-12-28,00,Deutschland,FACHKLINIK,81,181,803,108
2021-12-28,00,Deutschland,nicht angegeben,16,23,178,18
2021-12-27,00,Deutschland,SCHWERPUNKTVERSORGUNG,486,1264,6432,1279
2021-12-27,00,Deutschland,GRUND_UND_REGELVERSORGUNG,800,1417,6192,1548
2021-12-27,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,301,1321,7135,1087
2021-12-27,00,Deutschland,FACHKLINIK,81,184,792,117
2021-12-27,00,Deutschland,nicht angegeben,16,20,179,15
2021-12-26,00,Deutschland,GRUND_UND_REGELVERSORGUNG,800,1441,6160,1560
2021-12-26,00,Deutschland,SCHWERPUNKTVERSORGUNG,486,1261,6358,1309
2021-12-26,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,301,1325,7139,1088
2021-12-26,00,Deutschland,FACHKLINIK,81,186,782,111
2021-12-26,00,Deutschland,nicht angegeben,16,21,181,11
2021-12-25,00,Deutschland,SCHWERPUNKTVERSORGUNG,486,1288,6329,1338
2021-12-25,00,Deutschland,FACHKLINIK,81,184,771,120
2021-12-25,00,Deutschland,GRUND_UND_REGELVERSORGUNG,800,1451,6109,1615
2021-12-25,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,301,1324,7116,1111
2021-12-25,00,Deutschland,nicht angegeben,16,26,180,16
2021-12-24,00,Deutschland,GRUND_UND_REGELVERSORGUNG,800,1449,6128,1591
2021-12-24,00,Deutschland,SCHWERPUNKTVERSORGUNG,486,1299,6416,1263
2021-12-24,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,301,1323,7159,1072
2021-12-24,00,Deutschland,FACHKLINIK,81,188,785,118
2021-12-24,00,Deutschland,nicht angegeben,16,23,176,19
2021-12-23,00,Deutschland,SCHWERPUNKTVERSORGUNG,486,1331,6590,1138
2021-12-23,00,Deutschland,GRUND_UND_REGELVERSORGUNG,800,1508,6231,1501
2021-12-23,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,301,1328,7270,998
2021-12-23,00,Deutschland,FACHKLINIK,82,194,843,113
2021-12-23,00,Deutschland,nicht angegeben,16,23,176,19
2021-12-22,00,Deutschland,SCHWERPUNKTVERSORGUNG,486,1340,6598,1110
2021-12-22,00,Deutschland,GRUND_UND_REGELVERSORGUNG,800,1558,6340,1446
2021-12-22,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,302,1351,7308,964
2021-12-22,00,Deutschland,FACHKLINIK,82,199,874,102
2021-12-22,00,Deutschland,nicht angegeben,16,22,176,21
2021-12-21,00,Deutschland,GRUND_UND_REGELVERSORGUNG,800,1589,6409,1374
2021-12-21,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,299,1369,7359,907
2021-12-21,00,Deutschland,FACHKLINIK,82,204,876,116
2021-12-21,00,Deutschland,SCHWERPUNKTVERSORGUNG,487,1381,6692,1027
2021-12-21,00,Deutschland,nicht angegeben,16,19,187,11
2021-12-20,00,Deutschland,GRUND_UND_REGELVERSORGUNG,800,1618,6326,1420
2021-12-20,00,Deutschland,SCHWERPUNKTVERSORGUNG,487,1398,6567,1138
2021-12-20,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,299,1392,7278,948
2021-12-20,00,Deutschland,FACHKLINIK,82,192,867,121
2021-12-20,00,Deutschland,nicht angegeben,16,20,180,18
2021-12-19,00,Deutschland,SCHWERPUNKTVERSORGUNG,487,1422,6563,1081
2021-12-19,00,Deutschland,GRUND_UND_REGELVERSORGUNG,800,1626,6304,1408
2021-12-19,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,299,1376,7258,933
2021-12-19,00,Deutschland,FACHKLINIK,82,196,843,119
2021-12-19,00,Deutschland,nicht angegeben,16,20,171,27
2021-12-18,00,Deutschland,SCHWERPUNKTVERSORGUNG,487,1415,6621,1068
2021-12-18,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,299,1380,7376,839
2021-12-18,00,Deutschland,GRUND_UND_REGELVERSORGUNG,800,1641,6392,1322
2021-12-18,00,Deutschland,FACHKLINIK,82,204,847,116
2021-12-18,00,Deutschland,nicht angegeben,16,20,175,23
2021-12-17,00,Deutschland,SCHWERPUNKTVERSORGUNG,487,1404,6720,1006
2021-12-17,00,Deutschland,FACHKLINIK,82,203,877,119
2021-12-17,00,Deutschland,GRUND_UND_REGELVERSORGUNG,800,1663,6514,1253
2021-12-17,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,299,1395,7421,836
2021-12-17,00,Deutschland,nicht angegeben,16,20,176,24
2021-12-16,00,Deutschland,SCHWERPUNKTVERSORGUNG,487,1429,6723,1033
2021-12-16,00,Deutschland,GRUND_UND_REGELVERSORGUNG,800,1710,6580,1215
2021-12-16,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,298,1400,7429,797
2021-12-16,00,Deutschland,FACHKLINIK,82,204,891,110
2021-12-16,00,Deutschland,nicht angegeben,16,22,178,19
2021-12-15,00,Deutschland,SCHWERPUNKTVERSORGUNG,487,1443,6736,1024
2021-12-15,00,Deutschland,GRUND_UND_REGELVERSORGUNG,800,1742,6642,1162
2021-12-15,00,Deutschland,FACHKLINIK,82,207,892,113
2021-12-15,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,298,1415,7497,767
2021-12-15,00,Deutschland,nicht angegeben,16,19,181,20
2021-12-14,00,Deutschland,SCHWERPUNKTVERSORGUNG,487,1451,6746,1004
2021-12-14,00,Deutschland,GRUND_UND_REGELVERSORGUNG,800,1780,6634,1185
2021-12-14,00,Deutschland,FACHKLINIK,82,200,882,118
2021-12-14,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,298,1445,7455,781
2021-12-14,00,Deutschland,nicht angegeben,16,19,184,14
2021-12-13,00,Deutschland,SCHWERPUNKTVERSORGUNG,487,1463,6608,1124
2021-12-13,00,Deutschland,FACHKLINIK,82,193,868,128
2021-12-13,00,Deutschland,GRUND_UND_REGELVERSORGUNG,801,1814,6545,1207
2021-12-13,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,299,1433,7308,840
2021-12-13,00,Deutschland,nicht angegeben,16,22,187,11
2021-12-12,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,293,1427,7246,848
2021-12-12,00,Deutschland,SCHWERPUNKTVERSORGUNG,487,1454,6638,1046
2021-12-12,00,Deutschland,GRUND_UND_REGELVERSORGUNG,801,1815,6483,1225
2021-12-12,00,Deutschland,FACHKLINIK,82,186,839,114
2021-12-12,00,Deutschland,nicht angegeben,16,25,195,7
2021-12-11,00,Deutschland,SCHWERPUNKTVERSORGUNG,487,1468,6715,1005
2021-12-11,00,Deutschland,GRUND_UND_REGELVERSORGUNG,801,1804,6617,1133
2021-12-11,00,Deutschland,FACHKLINIK,82,189,849,112
2021-12-11,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,295,1418,7294,832
2021-12-11,00,Deutschland,nicht angegeben,16,26,193,7
2021-12-10,00,Deutschland,SCHWERPUNKTVERSORGUNG,487,1476,6782,969
2021-12-10,00,Deutschland,FACHKLINIK,82,191,878,122
2021-12-10,00,Deutschland,GRUND_UND_REGELVERSORGUNG,801,1828,6668,1111
2021-12-10,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,295,1425,7328,771
2021-12-10,00,Deutschland,nicht angegeben,16,25,187,12
2021-12-09,00,Deutschland,GRUND_UND_REGELVERSORGUNG,801,1818,6702,1101
2021-12-09,00,Deutschland,SCHWERPUNKTVERSORGUNG,487,1474,6805,948
2021-12-09,00,Deutschland,FACHKLINIK,82,191,879,127
2021-12-09,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,296,1428,7423,761
2021-12-09,00,Deutschland,nicht angegeben,16,28,190,9
2021-12-08,00,Deutschland,SCHWERPUNKTVERSORGUNG,487,1473,6832,954
2021-12-08,00,Deutschland,GRUND_UND_REGELVERSORGUNG,801,1799,6689,1148
2021-12-08,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,296,1403,7468,786
2021-12-08,00,Deutschland,FACHKLINIK,82,188,868,137
2021-12-08,00,Deutschland,nicht angegeben,16,31,197,4
2021-12-07,00,Deutschland,SCHWERPUNKTVERSORGUNG,487,1487,6783,967
2021-12-07,00,Deutschland,GRUND_UND_REGELVERSORGUNG,801,1830,6647,1204
2021-12-07,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,296,1406,7463,763
2021-12-07,00,Deutschland,nicht angegeben,16,29,181,4
2021-12-07,00,Deutschland,FACHKLINIK,82,191,889,128
2021-12-06,00,Deutschland,SCHWERPUNKTVERSORGUNG,486,1463,6667,1036
2021-12-06,00,Deutschland,GRUND_UND_REGELVERSORGUNG,801,1830,6584,1236
2021-12-06,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,296,1391,7329,822
2021-12-06,00,Deutschland,nicht angegeben,16,29,179,7
2021-12-06,00,Deutschland,FACHKLINIK,82,191,853,132
2021-12-05,00,Deutschland,SCHWERPUNKTVERSORGUNG,486,1440,6578,1064
2021-12-05,00,Deutschland,GRUND_UND_REGELVERSORGUNG,801,1816,6483,1278
2021-12-05,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,296,1352,7292,828
2021-12-05,00,Deutschland,FACHKLINIK,82,192,835,122
2021-12-05,00,Deutschland,nicht angegeben,16,26,174,14
2021-12-04,00,Deutschland,SCHWERPUNKTVERSORGUNG,486,1428,6681,1012
2021-12-04,00,Deutschland,FACHKLINIK,81,195,843,121
2021-12-04,00,Deutschland,GRUND_UND_REGELVERSORGUNG,801,1809,6575,1193
2021-12-04,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,296,1345,7377,768
2021-12-04,00,Deutschland,nicht angegeben,16,28,177,11
2021-12-03,00,Deutschland,SCHWERPUNKTVERSORGUNG,486,1448,6790,928
2021-12-03,00,Deutschland,GRUND_UND_REGELVERSORGUNG,801,1792,6639,1157
2021-12-03,00,Deutschland,FACHKLINIK,81,196,883,112
2021-12-03,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,296,1332,7461,732
2021-12-03,00,Deutschland,nicht angegeben,16,28,178,12
2021-12-02,00,Deutschland,SCHWERPUNKTVERSORGUNG,486,1451,6774,944
2021-12-02,00,Deutschland,FACHKLINIK,81,207,898,105
2021-12-02,00,Deutschland,GRUND_UND_REGELVERSORGUNG,800,1775,6655,1168
2021-12-02,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,296,1337,7474,739
2021-12-02,00,Deutschland,nicht angegeben,16,27,180,10
2021-12-01,00,Deutschland,GRUND_UND_REGELVERSORGUNG,800,1713,6579,1239
2021-12-01,00,Deutschland,SCHWERPUNKTVERSORGUNG,487,1428,6797,945
2021-12-01,00,Deutschland,FACHKLINIK,81,201,898,109
2021-12-01,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,297,1320,7480,780
2021-12-01,00,Deutschland,nicht angegeben,16,28,183,9
2021-11-30,00,Deutschland,SCHWERPUNKTVERSORGUNG,487,1415,6765,956
2021-11-30,00,Deutschland,GRUND_UND_REGELVERSORGUNG,801,1699,6594,1205
2021-11-30,00,Deutschland,FACHKLINIK,81,190,890,112
2021-11-30,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,297,1312,7434,819
2021-11-30,00,Deutschland,nicht angegeben,16,26,205,18
2021-11-29,00,Deutschland,SCHWERPUNKTVERSORGUNG,487,1405,6685,1007
2021-11-29,00,Deutschland,GRUND_UND_REGELVERSORGUNG,801,1693,6494,1240
2021-11-29,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,298,1301,7381,803
2021-11-29,00,Deutschland,FACHKLINIK,81,180,884,112
2021-11-29,00,Deutschland,nicht angegeben,16,26,200,19
2021-11-28,00,Deutschland,SCHWERPUNKTVERSORGUNG,487,1365,6594,1050
2021-11-28,00,Deutschland,GRUND_UND_REGELVERSORGUNG,800,1659,6387,1253
2021-11-28,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,296,1255,7247,867
2021-11-28,00,Deutschland,nicht angegeben,16,28,195,24
2021-11-28,00,Deutschland,FACHKLINIK,81,171,847,117
2021-11-27,00,Deutschland,SCHWERPUNKTVERSORGUNG,487,1334,6674,964
2021-11-27,00,Deutschland,FACHKLINIK,81,172,860,110
2021-11-27,00,Deutschland,GRUND_UND_REGELVERSORGUNG,800,1622,6465,1205
2021-11-27,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,296,1228,7281,850
2021-11-27,00,Deutschland,nicht angegeben,16,27,198,23
2021-11-26,00,Deutschland,SCHWERPUNKTVERSORGUNG,487,1327,6761,929
2021-11-26,00,Deutschland,FACHKLINIK,81,167,882,115
2021-11-26,00,Deutschland,GRUND_UND_REGELVERSORGUNG,800,1609,6577,1162
2021-11-26,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,297,1201,7520,781
2021-11-26,00,Deutschland,nicht angegeben,16,24,194,22
2021-11-25,00,Deutschland,FACHKLINIK,81,161,890,112
2021-11-25,00,Deutschland,SCHWERPUNKTVERSORGUNG,487,1275,6754,952
2021-11-25,00,Deutschland,GRUND_UND_REGELVERSORGUNG,800,1564,6590,1209
2021-11-25,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,295,1186,7487,741
2021-11-25,00,Deutschland,nicht angegeben,16,19,197,22
2021-11-24,00,Deutschland,SCHWERPUNKTVERSORGUNG,487,1222,6741,938
2021-11-24,00,Deutschland,GRUND_UND_REGELVERSORGUNG,800,1520,6608,1195
2021-11-24,00,Deutschland,FACHKLINIK,82,155,902,108
2021-11-24,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,294,1162,7509,750
2021-11-24,00,Deutschland,nicht angegeben,16,19,194,25
2021-11-23,00,Deutschland,SCHWERPUNKTVERSORGUNG,486,1221,6761,925
2021-11-23,00,Deutschland,FACHKLINIK,82,145,884,121
2021-11-23,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,293,1118,7451,823
2021-11-23,00,Deutschland,GRUND_UND_REGELVERSORGUNG,800,1493,6568,1225
2021-11-23,00,Deutschland,nicht angegeben,16,17,197,24
2021-11-22,00,Deutschland,SCHWERPUNKTVERSORGUNG,486,1163,6584,1071
2021-11-22,00,Deutschland,GRUND_UND_REGELVERSORGUNG,800,1455,6430,1321
2021-11-22,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,293,1085,7321,885
2021-11-22,00,Deutschland,FACHKLINIK,82,132,865,121
2021-11-22,00,Deutschland,nicht angegeben,16,20,196,24
2021-11-21,00,Deutschland,GRUND_UND_REGELVERSORGUNG,800,1369,6301,1407
2021-11-21,00,Deutschland,SCHWERPUNKTVERSORGUNG,486,1124,6579,1047
2021-11-21,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,293,1040,7234,929
2021-11-21,00,Deutschland,FACHKLINIK,81,126,855,106
2021-11-21,00,Deutschland,nicht angegeben,16,19,191,26
2021-11-20,00,Deutschland,SCHWERPUNKTVERSORGUNG,486,1092,6642,980
2021-11-20,00,Deutschland,GRUND_UND_REGELVERSORGUNG,800,1322,6418,1311
2021-11-20,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,293,1013,7332,871
2021-11-20,00,Deutschland,FACHKLINIK,81,120,869,86
2021-11-20,00,Deutschland,nicht angegeben,16,19,191,27
2021-11-19,00,Deutschland,SCHWERPUNKTVERSORGUNG,486,1091,6761,940
2021-11-19,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,293,1005,7387,872
